t NoGP OffGP ET TT 
58.5200000000 0.3228866333 0.2414754643 0.0093045681 0.0062214339 
58.5300000000 0.3229731609 0.2415750629 0.0093185235 0.0061811137 
58.5400000000 0.3230615431 0.2416670292 0.0093388808 0.0061183248 
58.5500000000 0.3231486009 0.2417547208 0.0093660845 0.0060693968 
58.5600000000 0.3232359523 0.2418329252 0.0093917355 0.0060116857 
58.5700000000 0.3233237264 0.2419100494 0.0094190377 0.0059493516 
58.5800000000 0.3234100300 0.2419781215 0.0094478440 0.0058852432 
58.5900000000 0.3234978888 0.2420422904 0.0094685102 0.0058132061 
58.6000000000 0.3235860007 0.2420990356 0.0094966063 0.0057536704 
58.6100000000 0.3236727832 0.2421499738 0.0095129639 0.0057919213 
58.6200000000 0.3237599420 0.2421953990 0.0095357838 0.0058272646 
58.6300000000 0.3238488297 0.2422349844 0.0095445391 0.0058545793 
58.6400000000 0.3239362874 0.2422668409 0.0095592114 0.0058752221 
58.6500000000 0.3240239151 0.2422949570 0.0095675106 0.0058873476 
58.6600000000 0.3241118666 0.2423157161 0.0095711247 0.0058931327 
58.6700000000 0.3241996782 0.2423305565 0.0095664359 0.0058865752 
58.6800000000 0.3242877160 0.2423407598 0.0095568256 0.0058875843 
58.6900000000 0.3243759390 0.2423441310 0.0095374087 0.0058599676 
58.7000000000 0.3244640125 0.2423414308 0.0095225627 0.0058389112 
58.7100000000 0.3245523416 0.2423333292 0.0095017348 0.0058243837 
58.7200000000 0.3246410952 0.2423190089 0.0094699109 0.0057951163 
58.7300000000 0.3247284287 0.2422984855 0.0094420622 0.0057557282 
58.7400000000 0.3248173151 0.2422716245 0.0094038018 0.0057219321 
58.7500000000 0.3249065059 0.2422392471 0.0093575999 0.0056724324 
58.7600000000 0.3249941273 0.2422014846 0.0093149201 0.0056276845 
58.7700000000 0.3250831430 0.2421570874 0.0092761687 0.0055874609 
58.7800000000 0.3251723156 0.2421070317 0.0092251351 0.0055359069 
58.7900000000 0.3252616182 0.2420513458 0.0091770187 0.0054678809 
58.8000000000 0.3253505667 0.2419886855 0.0091209049 0.0054041180 
58.8100000000 0.3254395381 0.2419207119 0.0090676249 0.0054340720 
58.8200000000 0.3255285096 0.2418454408 0.0090031850 0.0054661362 
58.8300000000 0.3256171802 0.2417649902 0.0089416423 0.0054862783 
58.8400000000 0.3257059543 0.2416787123 0.0088828185 0.0054866151 
58.8500000000 0.3257961830 0.2415847502 0.0088262579 0.0054871522 
58.8600000000 0.3258866513 0.2414852268 0.0087716850 0.0054726793 
58.8700000000 0.3259755118 0.2413808132 0.0087199164 0.0054585733 
58.8800000000 0.3260657172 0.2412714376 0.0086688439 0.0054444097 
58.8900000000 0.3261560554 0.2411537083 0.0086191345 0.0054287888 
58.9000000000 0.3262465126 0.2410310542 0.0085706480 0.0054130483 
58.9100000000 0.3263366186 0.2409011686 0.0085169832 0.0053959164 
58.9200000000 0.3264267608 0.2407663229 0.0084644454 0.0053584166 
58.9300000000 0.3265182999 0.2406222908 0.0084140575 0.0053188591 
58.9400000000 0.3266100313 0.2404732571 0.0083672680 0.0052772562 
58.9500000000 0.3267001140 0.2403191753 0.0083230390 0.0052326483 
58.9600000000 0.3267915110 0.2401600271 0.0082803185 0.0051840806 
58.9700000000 0.3268830181 0.2399896720 0.0082406075 0.0051318931 
58.9800000000 0.3269760042 0.2398141315 0.0082707497 0.0050760369 
58.9900000000 0.3270692686 0.2396332942 0.0083046567 0.0050158940 
59.0000000000 0.3271607366 0.2394471318 0.0083414409 0.0049508416 
59.0100000000 0.3272533720 0.2392555557 0.0083820276 0.0049836793 
59.0200000000 0.3273459717 0.2390584338 0.0084250846 0.0049933928 
59.0300000000 0.3274399135 0.2388495899 0.0084685236 0.0049969626 
59.0400000000 0.3275339964 0.2386350250 0.0085011179 0.0049928081 
59.0500000000 0.3276277592 0.2384145850 0.0085311599 0.0049808194 
59.0600000000 0.3277213681 0.2381881758 0.0085731608 0.0049851470 
59.0700000000 0.3278162033 0.2379556490 0.0086117499 0.0049806357 
59.0800000000 0.3279110603 0.2377168632 0.0086335483 0.0049657935 
59.0900000000 0.3280059419 0.2374699349 0.0086662866 0.0049472228 
59.1000000000 0.3281022453 0.2372164011 0.0086931357 0.0049186382 
59.1100000000 0.3281966618 0.2369561495 0.0087130026 0.0048790252 
59.1200000000 0.3282922094 0.2366889350 0.0087297033 0.0048525783 
59.1300000000 0.3283876774 0.2364146718 0.0087379066 0.0048140005 
59.1400000000 0.3284844713 0.2361330547 0.0087365483 0.0047629335 
59.1500000000 0.3285811371 0.2358440340 0.0087449223 0.0047246875 
59.1600000000 0.3286790859 0.2355472360 0.0087428513 0.0046720287 
59.1700000000 0.3287771032 0.2352445512 0.0087501059 0.0046312681 
59.1800000000 0.3288744811 0.2349338888 0.0087461738 0.0045770099 
59.1900000000 0.3289716407 0.2346147366 0.0087347350 0.0045337036 
59.2000000000 0.3290700055 0.2342871937 0.0087104012 0.0044743721 
59.2100000000 0.3291681063 0.2339506619 0.0086941487 0.0044944520 
59.2200000000 0.3292673759 0.2336053113 0.0086639940 0.0044983802 
59.2300000000 0.3293665891 0.2332504492 0.0086403458 0.0045114498 
59.2400000000 0.3294669326 0.2328959868 0.0086017024 0.0045324549 
59.2500000000 0.3295686127 0.2325314013 0.0085697487 0.0045350905 
59.2600000000 0.3296703959 0.2321628263 0.0085441266 0.0045457245 
59.2700000000 0.3297734812 0.2317861967 0.0085009055 0.0045640296 
59.2800000000 0.3298747056 0.2313993246 0.0084632735 0.0045614487 
59.2900000000 0.3299769555 0.2310123953 0.0084308183 0.0045647908 
59.3000000000 0.3300789922 0.2306138131 0.0083803908 0.0045744090 
59.3100000000 0.3301820262 0.2302042037 0.0083344530 0.0045390310 
59.3200000000 0.3302848155 0.2297852019 0.0082913127 0.0045086285 
59.3300000000 0.3303888338 0.2293656499 0.0082517868 0.0044825939 
59.3400000000 0.3304925610 0.2289342638 0.0081924327 0.0044604305 
59.3500000000 0.3305974947 0.2284962780 0.0081360324 0.0044416068 
59.3600000000 0.3307035764 0.2280604078 0.0080808487 0.0044256153 
59.3700000000 0.3308095558 0.2276118407 0.0080277431 0.0043822527 
59.3800000000 0.3309166605 0.2271488435 0.0079762606 0.0043626325 
59.3900000000 0.3310236352 0.2266844344 0.0079259658 0.0043442500 
59.4000000000 0.3311317135 0.2262097409 0.0078751907 0.0043265545 
59.4100000000 0.3312408582 0.2257194927 0.0078247858 0.0043325904 
59.4200000000 0.3313498041 0.2252347557 0.0077743007 0.0043376743 
59.4300000000 0.3314597970 0.2247389510 0.0077001743 0.0043189625 
59.4400000000 0.3315695631 0.2242388838 0.0076255607 0.0043221040 
59.4500000000 0.3316803566 0.2237271975 0.0075489035 0.0043232022 
59.4600000000 0.3317924178 0.2232128868 0.0075109243 0.0042978779 
59.4700000000 0.3319041496 0.2226828562 0.0074707036 0.0042932705 
59.4800000000 0.3320168534 0.2221589729 0.0074278384 0.0042847705 
59.4900000000 0.3321292360 0.2216186852 0.0074694696 0.0042716221 
59.5000000000 0.3322425711 0.2210786782 0.0075086493 0.0042531072 
59.5100000000 0.3323568228 0.2205216424 0.0075263432 0.0042619939 
59.5200000000 0.3324706866 0.2199646118 0.0075400200 0.0042644439 
59.5300000000 0.3325875249 0.2193953004 0.0075474524 0.0042596433 
59.5400000000 0.3327054844 0.2188255736 0.0075752588 0.0042468293 
59.5500000000 0.3328232414 0.2182374927 0.0075961182 0.0042267337 
59.5600000000 0.3329420988 0.2176487036 0.0076108395 0.0042307905 
59.5700000000 0.3330604315 0.2170409433 0.0076188024 0.0042248606 
59.5800000000 0.3331798902 0.2164407833 0.0076173527 0.0042081738 
59.5900000000 0.3333001516 0.2158393184 0.0076351888 0.0041800326 
59.6000000000 0.3334196126 0.2152178514 0.0076446372 0.0041755952 
59.6100000000 0.3335396572 0.2145947768 0.0076450768 0.0041406845 
59.6200000000 0.3336607714 0.2139659008 0.0076617994 0.0041266820 
59.6300000000 0.3337831415 0.2133160350 0.0076664110 0.0040985751 
59.6400000000 0.3339065308 0.2126728759 0.0076890776 0.0040574511 
59.6500000000 0.3340308663 0.2120271719 0.0077004565 0.0040356184 
59.6600000000 0.3341544583 0.2113594513 0.0076973359 0.0039976965 
59.6700000000 0.3342790134 0.2106888805 0.0077112336 0.0039780516 
59.6800000000 0.3344044497 0.2100152165 0.0077118787 0.0039426560 
59.6900000000 0.3345312887 0.2093473303 0.0077289384 0.0039257399 
59.7000000000 0.3346590007 0.2086716586 0.0077266769 0.0038901340 
59.7100000000 0.3347875490 0.2079764280 0.0077400647 0.0038705673 
59.7200000000 0.3349151935 0.2072772136 0.0077376311 0.0038325485 
59.7300000000 0.3350436849 0.2065737690 0.0077500351 0.0038362162 
59.7400000000 0.3351752291 0.2058805339 0.0077743270 0.0038544421 
59.7500000000 0.3353060332 0.2051663803 0.0077809117 0.0038519436 
59.7600000000 0.3354375858 0.2044473405 0.0077989303 0.0038644360 
59.7700000000 0.3355698467 0.2037231663 0.0077951213 0.0038899207 
59.7800000000 0.3357010226 0.2029895278 0.0078040993 0.0038912022 
59.7900000000 0.3358349736 0.2022596693 0.0078254713 0.0039043186 
59.8000000000 0.3359695766 0.2015238931 0.0078256204 0.0039315387 
59.8100000000 0.3361030106 0.2007819506 0.0078322993 0.0038765054 
59.8200000000 0.3362391944 0.2000335937 0.0078500352 0.0038313817 
59.8300000000 0.3363759697 0.1992681946 0.0078783638 0.0037955551 
59.8400000000 0.3365114848 0.1985094315 0.0079168722 0.0037701134 
59.8500000000 0.3366473018 0.1977435207 0.0079280967 0.0037542455 
59.8600000000 0.3367858060 0.1969702168 0.0079462854 0.0037459470 
59.8700000000 0.3369229547 0.1961892765 0.0079730986 0.0037087860 
59.8800000000 0.3370603331 0.1954076475 0.0080056165 0.0036779162 
59.8900000000 0.3372003604 0.1946179506 0.0080458263 0.0036526730 
59.9000000000 0.3373407906 0.1938292756 0.0080645289 0.0036341032 
59.9100000000 0.3374797013 0.1930319253 0.0080897213 0.0036219982 
59.9200000000 0.3376214190 0.1922293751 0.0081186181 0.0036137619 
59.9300000000 0.3377636468 0.1914254232 0.0081167380 0.0036087609 
59.9400000000 0.3379044293 0.1906120517 0.0081177391 0.0036102746 
59.9500000000 0.3380479595 0.1897890288 0.0081208137 0.0036139175 
59.9600000000 0.3381919058 0.1889770550 0.0081275483 0.0036189207 
59.9700000000 0.3383342809 0.1881547967 0.0081742399 0.0036247028 
59.9800000000 0.3384793427 0.1873220249 0.0080545560 0.0036348529 
59.9900000000 0.3386247181 0.1864818928 0.0079365457 0.0036834041 
60.0000000000 0.3387729632 0.1856393713 0.0078196846 0.0037310105 
60.0100000000 0.3389194852 0.1847856248 0.0077292743 0.0036532509 
60.0200000000 0.3390661578 0.1839236543 0.0076372033 0.0035751245 
60.0300000000 0.3392155880 0.1830679847 0.0075446725 0.0034940439 
60.0400000000 0.3393633259 0.1822220142 0.0074490264 0.0034410905 
60.0500000000 0.3395137895 0.1813727141 0.0073893481 0.0034251342 
60.0600000000 0.3396645029 0.1805136193 0.0073258403 0.0034044209 
60.0700000000 0.3398151985 0.1796415167 0.0072575752 0.0033808849 
60.0800000000 0.3399664627 0.1787685303 0.0071862104 0.0033928070 
60.0900000000 0.3401176132 0.1778820743 0.0071472131 0.0033981567 
60.1000000000 0.3402714890 0.1769943282 0.0071018761 0.0033990443 
60.1100000000 0.3404234980 0.1761040253 0.0070518542 0.0034314870 
60.1200000000 0.3405780384 0.1752283900 0.0070329146 0.0034578771 
60.1300000000 0.3407324829 0.1743404867 0.0070060817 0.0034485034 
60.1400000000 0.3408895679 0.1734376176 0.0069729557 0.0034690556 
60.1500000000 0.3410445609 0.1725320914 0.0069696488 0.0034818147 
60.1600000000 0.3412019760 0.1716134382 0.0069568975 0.0035261997 
60.1700000000 0.3413592366 0.1706916298 0.0069749041 0.0035593696 
60.1800000000 0.3415170365 0.1697733195 0.0069827864 0.0036226359 
60.1900000000 0.3416746455 0.1688512668 0.0070185537 0.0036763217 
60.2000000000 0.3418347362 0.1679147053 0.0070448471 0.0037567816 
60.2100000000 0.3419945214 0.1669739414 0.0070966346 0.0036368033 
60.2200000000 0.3421547578 0.1660481026 0.0071379076 0.0035425587 
60.2300000000 0.3423146423 0.1651048996 0.0072072296 0.0034756994 
60.2400000000 0.3424769498 0.1641566380 0.0072321480 0.0033964824 
60.2500000000 0.3426396537 0.1631922946 0.0072841574 0.0033415414 
60.2600000000 0.3428019690 0.1622418926 0.0073611842 0.0032750977 
60.2700000000 0.3429667896 0.1612746313 0.0074235713 0.0032318888 
60.2800000000 0.3431312953 0.1603012903 0.0075115614 0.0032115196 
60.2900000000 0.3432960508 0.1593409406 0.0076232887 0.0032172939 
60.3000000000 0.3434631986 0.1583627485 0.0077188465 0.0032055214 
60.3100000000 0.3436298525 0.1573776376 0.0078074742 0.0032185956 
60.3200000000 0.3437966593 0.1563935194 0.0079187989 0.0032525256 
60.3300000000 0.3439628154 0.1554019162 0.0080522733 0.0033069561 
60.3400000000 0.3441313228 0.1544226276 0.0081684215 0.0033451388 
60.3500000000 0.3443023498 0.1534239702 0.0083058472 0.0033734641 
60.3600000000 0.3444705204 0.1524170526 0.0084340500 0.0034236457 
60.3700000000 0.3446408774 0.1514205465 0.0085831435 0.0034924648 
60.3800000000 0.3448136431 0.1504040258 0.0087515645 0.0035809193 
60.3900000000 0.3449835210 0.1493980058 0.0085103046 0.0036882910 
60.4000000000 0.3451556155 0.1483825985 0.0082878398 0.0038130129 
60.4100000000 0.3453301092 0.1473577187 0.0080838208 0.0037117150 
60.4200000000 0.3455014659 0.1463306108 0.0078977598 0.0036273028 
60.4300000000 0.3456750503 0.1452943188 0.0077293124 0.0035604302 
60.4400000000 0.3458508311 0.1442662552 0.0075782456 0.0035103478 
60.4500000000 0.3460291820 0.1432279509 0.0074438156 0.0034765849 
60.4600000000 0.3462042500 0.1421868370 0.0073256304 0.0034584822 
60.4700000000 0.3463815222 0.1411283994 0.0072232162 0.0034555684 
60.4800000000 0.3465611369 0.1400777951 0.0071361829 0.0034672753 
60.4900000000 0.3467374088 0.1390339906 0.0070640804 0.0034931630 
60.5000000000 0.3469156144 0.1379798818 0.0070065078 0.0035327422 
60.5100000000 0.3470962000 0.1369215093 0.0069630469 0.0035570485 
60.5200000000 0.3472765016 0.1358530962 0.0069331203 0.0035940693 
60.5300000000 0.3474556118 0.1347913649 0.0069560446 0.0036436411 
60.5400000000 0.3476368020 0.1337288866 0.0069618987 0.0037431089 
60.5500000000 0.3478176499 0.1326565812 0.0069803874 0.0038259294 
60.5600000000 0.3480006587 0.1315901136 0.0070104547 0.0039200119 
60.5700000000 0.3481861010 0.1305296744 0.0070520291 0.0040251520 
60.5800000000 0.3483675544 0.1294598702 0.0070752309 0.0041787708 
60.5900000000 0.3485512403 0.1283804883 0.0071482908 0.0043143923 
60.6000000000 0.3487370060 0.1273071655 0.0072323101 0.0044600236 
60.6100000000 0.3489222707 0.1262404665 0.0073255642 0.0043039282 
60.6200000000 0.3491096834 0.1251664284 0.0074389702 0.0041675390 
60.6300000000 0.3492993438 0.1240940653 0.0075606128 0.0040409678 
60.6400000000 0.3494852137 0.1230295131 0.0076910846 0.0039604920 
60.6500000000 0.3496727713 0.1219729663 0.0078395113 0.0038886222 
60.6600000000 0.3498626790 0.1209246963 0.0079960514 0.0038248291 
60.6700000000 0.3500519596 0.1198798094 0.0081601317 0.0038047089 
60.6800000000 0.3502432426 0.1188443327 0.0083412848 0.0037916191 
60.6900000000 0.3504367156 0.1178073236 0.0085308621 0.0037938958 
60.7000000000 0.3506298748 0.1167848821 0.0087353032 0.0038023352 
60.7100000000 0.3508210561 0.1157745174 0.0089461888 0.0038521974 
60.7200000000 0.3510116587 0.1147770883 0.0091340786 0.0039073725 
60.7300000000 0.3512037712 0.1137892514 0.0093661374 0.0039769148 
60.7400000000 0.3513981923 0.1128168448 0.0089882260 0.0040511510 
60.7500000000 0.3515917591 0.1118627264 0.0086561261 0.0041393582 
60.7600000000 0.3517869437 0.1109227909 0.0083611568 0.0042322524 
60.7700000000 0.3519816949 0.1100109158 0.0081086238 0.0043650352 
60.7800000000 0.3521783782 0.1091180224 0.0079009338 0.0044755491 
60.7900000000 0.3523770451 0.1082537730 0.0076714700 0.0046256424 
60.8000000000 0.3525749412 0.1074105059 0.0074838778 0.0047887664 
60.8100000000 0.3527751776 0.1065955713 0.0073014587 0.0046158616 
60.8200000000 0.3529740712 0.1058090460 0.0071592228 0.0044824023 
60.8300000000 0.3531750319 0.1050528334 0.0070563720 0.0043621384 
60.8400000000 0.3533744653 0.1043397159 0.0069585899 0.0042470021 
60.8500000000 0.3535722907 0.1036608761 0.0068965702 0.0041681070 
60.8600000000 0.3537723181 0.1030190814 0.0068472585 0.0041260389 
60.8700000000 0.3539711005 0.1024174679 0.0068001061 0.0040942659 
60.8800000000 0.3541715490 0.1018643988 0.0067882280 0.0040640527 
60.8900000000 0.3543736826 0.1013572703 0.0067860573 0.0040673124 
60.9000000000 0.3545746202 0.1008978690 0.0068200799 0.0040806523 
60.9100000000 0.3547773065 0.1004903000 0.0068858548 0.0041250272 
60.9200000000 0.3549786488 0.1001380021 0.0069271928 0.0042029993 
60.9300000000 0.3551817263 0.0998405031 0.0070036526 0.0042896833 
60.9400000000 0.3553834978 0.0996027885 0.0070862810 0.0043526208 
60.9500000000 0.3555873767 0.0994231805 0.0072036786 0.0044477599 
60.9600000000 0.3557965442 0.0993032149 0.0073292903 0.0045528129 
60.9700000000 0.3560047337 0.0992459048 0.0074648217 0.0046887364 
60.9800000000 0.3562149735 0.0992518339 0.0076310917 0.0048350403 
60.9900000000 0.3564240534 0.0993213915 0.0077740133 0.0050149711 
61.0000000000 0.3566351568 0.0994536728 0.0079496945 0.0052059927 
61.0100000000 0.3568451339 0.0996502676 0.0081328724 0.0050424169 
61.0200000000 0.3570570705 0.0999079069 0.0083238171 0.0049151360 
61.0300000000 0.3572676837 0.1002288414 0.0085496474 0.0048207331 
61.0400000000 0.3574769453 0.1006132437 0.0087834173 0.0047361354 
61.0500000000 0.3576879811 0.1010559928 0.0084646868 0.0046800599 
61.0600000000 0.3578975670 0.1015595901 0.0081839408 0.0046323780 
61.0700000000 0.3581087425 0.1021154762 0.0079416275 0.0046132600 
61.0800000000 0.3583183999 0.1027257989 0.0077343204 0.0046233887 
61.0900000000 0.3585297113 0.1033862409 0.0075374259 0.0046368836 
61.1000000000 0.3587394020 0.1040874869 0.0073731814 0.0046569933 
61.1100000000 0.3589544288 0.1048360026 0.0072701160 0.0047037646 
61.1200000000 0.3591682227 0.1056292248 0.0071741364 0.0047846204 
61.1300000000 0.3593846176 0.1064492073 0.0071051885 0.0048943934 
61.1400000000 0.3595995071 0.1073060352 0.0070622854 0.0050084831 
61.1500000000 0.3598153644 0.1081852340 0.0070258560 0.0051299548 
61.1600000000 0.3600297932 0.1090760993 0.0070137160 0.0052574538 
61.1700000000 0.3602460609 0.1099901934 0.0070329829 0.0054153068 
61.1800000000 0.3604607840 0.1109105334 0.0070542957 0.0056110876 
61.1900000000 0.3606818727 0.1118454798 0.0070998278 0.0058142752 
61.2000000000 0.3609007652 0.1127775728 0.0071489671 0.0060249776 
61.2100000000 0.3611183130 0.1137000011 0.0072029228 0.0058121571 
61.2200000000 0.3613385659 0.1146231158 0.0073054186 0.0056632732 
61.2300000000 0.3615571947 0.1155348027 0.0074136255 0.0055237560 
61.2400000000 0.3617766575 0.1164303805 0.0075247369 0.0054124740 
61.2500000000 0.3619992844 0.1172966284 0.0076681771 0.0053092249 
61.2600000000 0.3622204800 0.1181554162 0.0078170051 0.0052604053 
61.2700000000 0.3624436358 0.1189853940 0.0079930032 0.0052171300 
61.2800000000 0.3626652343 0.1197824369 0.0081751822 0.0051979542 
61.2900000000 0.3628841263 0.1205426305 0.0083930444 0.0052095418 
61.3000000000 0.3631048967 0.1212622937 0.0086181332 0.0052243513 
61.3100000000 0.3633288132 0.1219478090 0.0088777368 0.0052693401 
61.3200000000 0.3635548114 0.1225865426 0.0091467909 0.0053356405 
61.3300000000 0.3637782791 0.1231806309 0.0088554531 0.0054066796 
61.3400000000 0.3640002524 0.1237222577 0.0086283918 0.0055078533 
61.3500000000 0.3642242183 0.1242292186 0.0084330852 0.0056147426 
61.3600000000 0.3644514655 0.1246904206 0.0082751648 0.0057535355 
61.3700000000 0.3646772172 0.1251142763 0.0081446418 0.0058979599 
61.3800000000 0.3649029607 0.1254899897 0.0080229423 0.0060778078 
61.3900000000 0.3651274126 0.1258166286 0.0079487010 0.0062645441 
61.4000000000 0.3653553605 0.1261035038 0.0078805581 0.0064891319 
61.4100000000 0.3655819605 0.1263444739 0.0078372323 0.0062853575 
61.4200000000 0.3658096151 0.1265451829 0.0078143326 0.0061198372 
61.4300000000 0.3660359715 0.1267163581 0.0078148998 0.0059835932 
61.4400000000 0.3662608486 0.1268382163 0.0078187840 0.0058823800 
61.4500000000 0.3664928967 0.1269314848 0.0078450252 0.0057875637 
61.4600000000 0.3667236452 0.1269968767 0.0078945876 0.0057419340 
61.4700000000 0.3669516672 0.1270285318 0.0079464851 0.0057001447 
61.4800000000 0.3671771570 0.1270341856 0.0080212049 0.0056860440 
61.4900000000 0.3674100697 0.1270059927 0.0081001078 0.0056972510 
61.5000000000 0.3676418305 0.1269545327 0.0082032289 0.0057108647 
61.5100000000 0.3678709508 0.1268813574 0.0083117609 0.0057504102 
61.5200000000 0.3680987372 0.1267971124 0.0084465637 0.0057925370 
61.5300000000 0.3683340479 0.1266881861 0.0086108435 0.0058611495 
61.5400000000 0.3685670798 0.1265628403 0.0087823122 0.0059561677 
61.5500000000 0.3687975584 0.1264388647 0.0089847453 0.0060570645 
61.5600000000 0.3690268531 0.1263097481 0.0092034622 0.0061867028 
61.5700000000 0.3692600070 0.1261696047 0.0094312096 0.0063472246 
61.5800000000 0.3694946764 0.1260226092 0.0096952892 0.0065169856 
61.5900000000 0.3697268849 0.1258757442 0.0094477226 0.0067207874 
61.6000000000 0.3699580637 0.1257244464 0.0092337179 0.0069423367 
61.6100000000 0.3701933121 0.1255827189 0.0090580782 0.0067536840 
61.6200000000 0.3704262560 0.1254460318 0.0089315325 0.0066019316 
61.6300000000 0.3706605796 0.1253159474 0.0088156236 0.0064855137 
61.6400000000 0.3708993514 0.1251949581 0.0087273195 0.0064170287 
61.6500000000 0.3711373921 0.1250834692 0.0086654911 0.0063552761 
61.6600000000 0.3713716971 0.1249829367 0.0086259718 0.0063199445 
61.6700000000 0.3716052408 0.1248981405 0.0085901065 0.0063107479 
61.6800000000 0.3718432201 0.1248285786 0.0085754742 0.0063252708 
61.6900000000 0.3720790803 0.1247725900 0.0085789250 0.0063271265 
61.7000000000 0.3723125141 0.1247350873 0.0086016031 0.0063534476 
61.7100000000 0.3725505348 0.1247116206 0.0086415480 0.0064029881 
61.7200000000 0.3727905791 0.1247031966 0.0086835627 0.0064779135 
61.7300000000 0.3730285029 0.1247104042 0.0087455271 0.0065784409 
61.7400000000 0.3732645719 0.1247326255 0.0088145757 0.0066902599 
61.7500000000 0.3735056068 0.1247711606 0.0089036184 0.0068098305 
61.7600000000 0.3737462971 0.1248257501 0.0090167059 0.0069592011 
61.7700000000 0.3739833350 0.1248923692 0.0091408615 0.0071260249 
61.7800000000 0.3742255039 0.1249740834 0.0092744096 0.0073268137 
61.7900000000 0.3744660057 0.1250696811 0.0094373846 0.0075451206 
61.8000000000 0.3747045129 0.1251751421 0.0096150599 0.0078029523 
61.8100000000 0.3749427939 0.1252866763 0.0098262498 0.0076180223 
61.8200000000 0.3751847336 0.1254106654 0.0100553421 0.0074462436 
61.8300000000 0.3754247751 0.1255439865 0.0103030288 0.0073120184 
61.8400000000 0.3756632175 0.1256885180 0.0100797986 0.0072104114 
61.8500000000 0.3759071310 0.1258350217 0.0098971254 0.0071384162 
61.8600000000 0.3761477076 0.1259869660 0.0097487921 0.0070950333 
61.8700000000 0.3763884972 0.1261382866 0.0096159725 0.0070767033 
61.8800000000 0.3766258951 0.1262816156 0.0095120672 0.0070839399 
61.8900000000 0.3768691143 0.1264296228 0.0094358998 0.0071014485 
61.9000000000 0.3771111151 0.1265864819 0.0093836722 0.0071420469 
61.9100000000 0.3773515535 0.1267350085 0.0093505476 0.0072062215 
61.9200000000 0.3775963920 0.1268848843 0.0093363319 0.0072820563 
61.9300000000 0.3778419164 0.1270290268 0.0093282333 0.0073837128 
61.9400000000 0.3780843678 0.1271595427 0.0093347429 0.0074977626 
61.9500000000 0.3783275179 0.1272870679 0.0093572675 0.0076429597 
61.9600000000 0.3785689759 0.1274036231 0.0093851107 0.0078059512 
61.9700000000 0.3788112295 0.1275012398 0.0094298278 0.0079857402 
61.9800000000 0.3790524483 0.1275841961 0.0094810861 0.0082031256 
61.9900000000 0.3792962695 0.1276585708 0.0095510321 0.0084408511 
62.0000000000 0.3795412230 0.1277226884 0.0096299557 0.0086743006 
62.0100000000 0.3797833733 0.1277613291 0.0097188785 0.0084435873 
62.0200000000 0.3800266858 0.1277938060 0.0098318451 0.0082593282 
62.0300000000 0.3802729017 0.1278118889 0.0099585687 0.0081132454 
62.0400000000 0.3805145676 0.1278155963 0.0101028040 0.0080220671 
62.0500000000 0.3807553883 0.1278023420 0.0102765018 0.0079475004 
62.0600000000 0.3810014853 0.1277476089 0.0104718784 0.0079007155 
62.0700000000 0.3812492194 0.1276894695 0.0106883035 0.0078795255 
62.0800000000 0.3814944900 0.1275958137 0.0104922819 0.0078727201 
62.0900000000 0.3817396291 0.1274968502 0.0103365186 0.0078893468 
62.1000000000 0.3819857157 0.1273770647 0.0102163754 0.0079157869 
62.1100000000 0.3822317821 0.1272328798 0.0101148055 0.0079654467 
62.1200000000 0.3824756089 0.1270564080 0.0100391404 0.0080275800 
62.1300000000 0.3827214551 0.1268710321 0.0099981797 0.0081011007 
62.1400000000 0.3829708716 0.1266611795 0.0099663687 0.0082030121 
62.1500000000 0.3832164509 0.1264226766 0.0099517810 0.0083191828 
62.1600000000 0.3834600409 0.1261580222 0.0099521740 0.0084527236 
62.1700000000 0.3837037138 0.1258812042 0.0099580607 0.0086031569 
62.1800000000 0.3839493459 0.1255767704 0.0099691980 0.0087718577 
62.1900000000 0.3841932626 0.1252586909 0.0099923287 0.0089626332 
62.2000000000 0.3844398981 0.1249116329 0.0100228446 0.0091746281 
62.2100000000 0.3846848576 0.1245495372 0.0100610386 0.0089586789 
62.2200000000 0.3849321216 0.1241572211 0.0101063251 0.0088059969 
62.2300000000 0.3851779691 0.1237485868 0.0101673108 0.0086897035 
62.2400000000 0.3854245549 0.1233086300 0.0102495849 0.0085944608 
62.2500000000 0.3856679469 0.1228512065 0.0103487540 0.0085290006 
62.2600000000 0.3859157630 0.1223615174 0.0104637676 0.0084796120 
62.2700000000 0.3861650645 0.1218533661 0.0105965886 0.0084548540 
62.2800000000 0.3864110898 0.1213121840 0.0107492810 0.0084414829 
62.2900000000 0.3866560216 0.1207517180 0.0109121150 0.0084405737 
62.3000000000 0.3869024913 0.1201680863 0.0110991764 0.0084621526 
62.3100000000 0.3871495423 0.1195839186 0.0109253775 0.0084939428 
62.3200000000 0.3873959778 0.1189654628 0.0107917852 0.0085509454 
62.3300000000 0.3876421356 0.1183262518 0.0106940555 0.0086219176 
62.3400000000 0.3878875309 0.1176525391 0.0106247752 0.0087063611 
62.3500000000 0.3881323572 0.1169773523 0.0105702075 0.0088057350 
62.3600000000 0.3883807885 0.1162777384 0.0105348969 0.0089217315 
62.3700000000 0.3886289630 0.1155565695 0.0105103034 0.0090596592 
62.3800000000 0.3888726792 0.1148202538 0.0105006051 0.0092182806 
62.3900000000 0.3891188472 0.1140622531 0.0104971363 0.0093850902 
